target_id,pdb,chain,method,split,protein_length,site_size,total_candidate_count,qualifying_candidate_exists,best_qualifying_rank,number_of_qualifying_candidates,best_jaccard,best_centroid_distance,candidate_density,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20
2vyrA,2vyr,A,ifsitepred,test,86,14,10,1,1,5,0.5,,0.11627906976744186,1,1,1,1,1
2vyrA,2vyr,A,lacuna,test,86,14,4,1,2,1,0.417,,0.046511627906976744,0,1,1,1,1
2w5hA,2w5h,A,fpocket,train,265,20,23,1,5,1,0.615,,0.08679245283018867,0,0,1,1,1
2w5hA,2w5h,A,p2rank,train,265,20,12,1,1,1,0.613,,0.045283018867924525,1,1,1,1,1
2w5hA,2w5h,A,ifsitepred,train,265,20,41,1,1,4,0.5,,0.15471698113207547,1,1,1,1,1
2w5hA,2w5h,A,lacuna,train,265,20,23,1,1,3,0.769,,0.08679245283018867,1,1,1,1,1
2w6rA,2w6r,A,fpocket,train,223,30,17,1,15,1,0.344,,0.07623318385650224,0,0,0,0,1
2w6rA,2w6r,A,p2rank,train,223,30,2,1,1,1,0.521,,0.008968609865470852,1,1,1,1,1
2w6rA,2w6r,A,ifsitepred,train,223,30,36,1,1,2,0.382,,0.16143497757847533,1,1,1,1,1
2w6rA,2w6r,A,lacuna,train,223,30,20,1,1,2,0.371,,0.08968609865470852,1,1,1,1,1
2w8nA,2w8n,A,fpocket,test,480,11,26,0,,0,0.118,,0.05416666666666667,0,0,0,0,0
2w8nA,2w8n,A,p2rank,test,480,11,11,0,,0,0.071,,0.022916666666666665,0,0,0,0,0
2w8nA,2w8n,A,ifsitepred,test,480,11,37,0,,0,0.2,,0.07708333333333334,0,0,0,0,0
2w8nA,2w8n,A,lacuna,test,480,11,40,0,,0,0.222,,0.08333333333333333,0,0,0,0,0
2w9tA,2w9t,A,fpocket,train,159,28,14,1,1,2,0.294,,0.0880503144654088,1,1,1,1,1
2w9tA,2w9t,A,p2rank,train,159,28,6,1,4,1,0.357,,0.03773584905660377,0,0,1,1,1
2w9tA,2w9t,A,ifsitepred,train,159,28,20,1,1,1,0.294,,0.12578616352201258,1,1,1,1,1
2w9tA,2w9t,A,lacuna,train,159,28,7,1,2,1,0.298,,0.0440251572327044,0,1,1,1,1
2wetA,2wet,A,fpocket,train,496,16,31,0,,0,0.227,,0.0625,0,0,0,0,0
2wetA,2wet,A,p2rank,train,496,16,14,1,5,2,0.304,,0.028225806451612902,0,0,1,1,1
2wetA,2wet,A,ifsitepred,train,496,16,28,1,5,3,0.438,,0.056451612903225805,0,0,1,1,1
2wetA,2wet,A,lacuna,train,496,16,37,1,1,1,0.484,,0.07459677419354839,1,1,1,1,1
2wgbA,2wgb,A,fpocket,train,175,12,12,1,3,1,0.5,,0.06857142857142857,0,1,1,1,1
2wgbA,2wgb,A,p2rank,train,175,12,7,1,1,1,0.412,,0.04,1,1,1,1,1
2wgbA,2wgb,A,ifsitepred,train,175,12,5,1,1,3,0.385,,0.02857142857142857,1,1,1,1,1
2wgbA,2wgb,A,lacuna,train,175,12,12,1,1,1,0.269,,0.06857142857142857,1,1,1,1,1
2wvhX,2wvh,X,fpocket,train,564,17,32,1,2,1,0.455,,0.05673758865248227,0,1,1,1,1
2wvhX,2wvh,X,p2rank,train,564,17,11,1,1,1,0.4,,0.01950354609929078,1,1,1,1,1
2wvhX,2wvh,X,ifsitepred,train,564,17,56,1,1,6,0.55,,0.09929078014184398,1,1,1,1,1
2wvhX,2wvh,X,lacuna,train,564,17,42,1,1,2,0.417,,0.07446808510638298,1,1,1,1,1
2x2sA,2x2s,A,fpocket,train,150,8,9,1,1,3,0.4,,0.06,1,1,1,1,1
2x2sA,2x2s,A,p2rank,train,150,8,4,1,3,2,0.5,,0.02666666666666667,0,1,1,1,1
2x2sA,2x2s,A,ifsitepred,train,150,8,7,1,1,3,0.5,,0.04666666666666667,1,1,1,1,1
2x2sA,2x2s,A,lacuna,train,150,8,9,1,1,2,0.375,,0.06,1,1,1,1,1
2x36D,2x36,D,fpocket,train,178,16,9,1,1,1,0.259,,0.05056179775280899,1,1,1,1,1
2x36D,2x36,D,p2rank,train,178,16,3,1,1,1,0.417,,0.016853932584269662,1,1,1,1,1
2x36D,2x36,D,ifsitepred,train,178,16,24,1,1,2,0.333,,0.1348314606741573,1,1,1,1,1
2x36D,2x36,D,lacuna,train,178,16,12,1,1,3,0.4,,0.06741573033707865,1,1,1,1,1
2x47A,2x47,A,fpocket,test,229,25,14,1,11,2,0.5,,0.0611353711790393,0,0,0,0,1
2x47A,2x47,A,p2rank,test,229,25,5,1,1,1,0.552,,0.021834061135371178,1,1,1,1,1
2x47A,2x47,A,ifsitepred,test,229,25,31,1,3,1,0.28,,0.13537117903930132,0,1,1,1,1
2x47A,2x47,A,lacuna,test,229,25,14,1,1,3,0.577,,0.0611353711790393,1,1,1,1,1
2x87A,2x87,A,fpocket,train,505,13,30,1,1,1,0.258,,0.0594059405940594,1,1,1,1,1
2x87A,2x87,A,p2rank,train,505,13,16,1,10,2,0.4,,0.031683168316831684,0,0,0,1,1
2x87A,2x87,A,ifsitepred,train,505,13,7,0,,0,0.0,,0.013861386138613862,0,0,0,0,0
2x87A,2x87,A,lacuna,train,505,13,38,1,37,1,0.55,,0.07524752475247524,0,0,0,0,0
2xbpA,2xbp,A,fpocket,train,113,8,10,1,4,2,0.444,,0.08849557522123894,0,0,1,1,1
2xbpA,2xbp,A,p2rank,train,113,8,2,0,,0,0.188,,0.017699115044247787,0,0,0,0,0
2xbpA,2xbp,A,ifsitepred,train,113,8,30,1,1,10,0.444,,0.26548672566371684,1,1,1,1,1
2xbpA,2xbp,A,lacuna,train,113,8,11,1,1,3,0.4,,0.09734513274336283,1,1,1,1,1
2xc1A,2xc1,A,fpocket,train,660,8,38,0,,0,0.167,,0.05757575757575758,0,0,0,0,0
2xc1A,2xc1,A,p2rank,train,660,8,13,0,,0,0.241,,0.019696969696969695,0,0,0,0,0
2xc1A,2xc1,A,ifsitepred,train,660,8,20,1,3,4,0.5,,0.030303030303030304,0,1,1,1,1
2xc1A,2xc1,A,lacuna,train,660,8,38,1,3,1,0.273,,0.05757575757575758,0,1,1,1,1
2xe6A,2xe6,A,fpocket,train,413,25,30,1,2,1,0.528,,0.07263922518159806,0,1,1,1,1
2xe6A,2xe6,A,p2rank,train,413,25,6,1,1,1,0.393,,0.014527845036319613,1,1,1,1,1
2xe6A,2xe6,A,ifsitepred,train,413,25,45,1,1,2,0.444,,0.1089588377723971,1,1,1,1,1
2xe6A,2xe6,A,lacuna,train,413,25,28,1,3,2,0.371,,0.06779661016949153,0,1,1,1,1
2xq0A,2xq0,A,fpocket,train,625,10,41,1,26,1,0.667,,0.0656,0,0,0,0,0
2xq0A,2xq0,A,p2rank,train,625,10,13,1,7,1,0.667,,0.0208,0,0,0,1,1
2xq0A,2xq0,A,ifsitepred,train,625,10,24,0,,0,0.0,,0.0384,0,0,0,0,0
2xq0A,2xq0,A,lacuna,train,625,10,56,1,15,1,0.391,,0.0896,0,0,0,0,1
2xsaA,2xsa,A,fpocket,test,443,15,27,1,2,1,0.455,,0.060948081264108354,0,1,1,1,1
2xsaA,2xsa,A,p2rank,test,443,15,12,1,1,1,0.375,,0.02708803611738149,1,1,1,1,1
2xsaA,2xsa,A,ifsitepred,test,443,15,26,1,1,4,0.438,,0.05869074492099323,1,1,1,1,1
2xsaA,2xsa,A,lacuna,test,443,15,32,1,1,1,0.375,,0.07223476297968397,1,1,1,1,1
2xtpA,2xtp,A,fpocket,train,221,20,20,1,12,2,0.5,,0.09049773755656108,0,0,0,0,1
2xtpA,2xtp,A,p2rank,train,221,20,8,1,1,1,0.583,,0.03619909502262444,1,1,1,1,1
2xtpA,2xtp,A,ifsitepred,train,221,20,38,1,1,4,0.364,,0.17194570135746606,1,1,1,1,1
2xtpA,2xtp,A,lacuna,train,221,20,20,1,1,4,0.538,,0.09049773755656108,1,1,1,1,1
2xurB,2xur,B,fpocket,train,364,4,30,0,,0,0.143,,0.08241758241758242,0,0,0,0,0
2xurB,2xur,B,p2rank,train,364,4,6,0,,0,0.091,,0.016483516483516484,0,0,0,0,0
2xurB,2xur,B,ifsitepred,train,364,4,27,0,,0,0.167,,0.07417582417582418,0,0,0,0,0
2xurB,2xur,B,lacuna,train,364,4,29,0,,0,0.15,,0.07967032967032966,0,0,0,0,0
2y7aB,2y7a,B,fpocket,train,276,13,22,1,3,1,0.467,,0.07971014492753623,0,1,1,1,1
2y7aB,2y7a,B,p2rank,train,276,13,7,1,1,1,0.455,,0.025362318840579712,1,1,1,1,1
2y7aB,2y7a,B,ifsitepred,train,276,13,16,1,3,2,0.385,,0.057971014492753624,0,1,1,1,1
2y7aB,2y7a,B,lacuna,train,276,13,18,1,1,1,0.375,,0.06521739130434782,1,1,1,1,1
2yd5A,2yd5,A,fpocket,train,199,6,11,1,2,1,0.364,,0.05527638190954774,0,1,1,1,1
2yd5A,2yd5,A,p2rank,train,199,6,2,0,,0,0.0,,0.010050251256281407,0,0,0,0,0
2yd5A,2yd5,A,ifsitepred,train,199,6,3,0,,0,0.0,,0.01507537688442211,0,0,0,0,0
2yd5A,2yd5,A,lacuna,train,199,6,9,0,,0,0.033,,0.04522613065326633,0,0,0,0,0
2yjrA,2yjr,A,fpocket,train,281,18,17,1,17,1,0.55,,0.060498220640569395,0,0,0,0,1
2yjrA,2yjr,A,p2rank,train,281,18,5,1,1,1,0.481,,0.017793594306049824,1,1,1,1,1
2yjrA,2yjr,A,ifsitepred,train,281,18,39,1,2,2,0.389,,0.1387900355871886,0,1,1,1,1
2yjrA,2yjr,A,lacuna,train,281,18,28,1,1,3,0.478,,0.099644128113879,1,1,1,1,1
2ywbA,2ywb,A,fpocket,train,471,12,29,1,12,2,0.385,,0.06157112526539278,0,0,0,0,1
2ywbA,2ywb,A,p2rank,train,471,12,10,0,,0,0.034,,0.021231422505307854,0,0,0,0,0
2ywbA,2ywb,A,ifsitepred,train,471,12,59,1,10,6,0.333,,0.12526539278131635,0,0,0,1,1
2ywbA,2ywb,A,lacuna,train,471,12,35,0,,0,0.211,,0.07430997876857749,0,0,0,0,0
2yx7A,2yx7,A,fpocket,train,150,8,15,0,,0,0.091,,0.1,0,0,0,0,0
2yx7A,2yx7,A,p2rank,train,150,8,2,0,,0,0.0,,0.013333333333333334,0,0,0,0,0
2yx7A,2yx7,A,ifsitepred,train,150,8,20,1,4,2,0.375,,0.13333333333333333,0,0,1,1,1
2yx7A,2yx7,A,lacuna,train,150,8,9,0,,0,0.0,,0.06,0,0,0,0,0
2yygA,2yyg,A,fpocket,train,470,13,32,1,2,1,0.414,,0.06808510638297872,0,1,1,1,1
2yygA,2yyg,A,p2rank,train,470,13,12,1,1,2,0.321,,0.02553191489361702,1,1,1,1,1
2yygA,2yyg,A,ifsitepred,train,470,13,37,1,1,1,0.533,,0.07872340425531915,1,1,1,1,1
2yygA,2yyg,A,lacuna,train,470,13,31,1,1,2,0.5,,0.06595744680851064,1,1,1,1,1
2yz7C,2yz7,C,fpocket,train,260,10,18,1,13,1,0.476,,0.06923076923076923,0,0,0,0,1
2yz7C,2yz7,C,p2rank,train,260,10,2,1,1,1,0.25,,0.007692307692307693,1,1,1,1,1
2yz7C,2yz7,C,ifsitepred,train,260,10,44,1,1,4,0.4,,0.16923076923076924,1,1,1,1,1
2yz7C,2yz7,C,lacuna,train,260,10,16,1,1,3,0.526,,0.06153846153846154,1,1,1,1,1
2yzgC,2yzg,C,fpocket,train,309,8,25,0,,0,0.233,,0.08090614886731391,0,0,0,0,0
2yzgC,2yzg,C,p2rank,train,309,8,6,0,,0,0.14,,0.019417475728155338,0,0,0,0,0
2yzgC,2yzg,C,ifsitepred,train,309,8,48,1,1,2,0.3,,0.1553398058252427,1,1,1,1,1
2yzgC,2yzg,C,lacuna,train,309,8,26,1,5,1,0.25,,0.08414239482200647,0,0,1,1,1
2z15B,2z15,B,fpocket,train,120,7,7,1,3,1,0.364,,0.058333333333333334,0,1,1,1,1
2z15B,2z15,B,p2rank,train,120,7,4,0,,0,0.154,,0.03333333333333333,0,0,0,0,0
2z15B,2z15,B,ifsitepred,train,120,7,0,0,,0,0.0,,0.0,0,0,0,0,0
2z15B,2z15,B,lacuna,train,120,7,8,0,,0,0.2,,0.06666666666666667,0,0,0,0,0
2z6wB,2z6w,B,fpocket,train,164,11,9,1,2,1,0.6,,0.054878048780487805,0,1,1,1,1
2z6wB,2z6w,B,p2rank,train,164,11,3,1,2,1,0.571,,0.018292682926829267,0,1,1,1,1
2z6wB,2z6w,B,ifsitepred,train,164,11,16,1,1,3,0.833,,0.0975609756097561,1,1,1,1,1
2z6wB,2z6w,B,lacuna,train,164,11,8,1,2,1,0.625,,0.04878048780487805,0,1,1,1,1
2zcoA,2zco,A,fpocket,train,284,9,23,1,16,2,0.308,,0.08098591549295775,0,0,0,0,1
2zcoA,2zco,A,p2rank,train,284,9,6,0,,0,0.2,,0.02112676056338028,0,0,0,0,0
2zcoA,2zco,A,ifsitepred,train,284,9,30,1,1,5,0.4,,0.1056338028169014,1,1,1,1,1
2zcoA,2zco,A,lacuna,train,284,9,24,1,1,2,0.389,,0.08450704225352113,1,1,1,1,1
2zf3F,2zf3,F,fpocket,train,181,8,8,1,3,1,0.333,,0.04419889502762431,0,1,1,1,1
2zf3F,2zf3,F,p2rank,train,181,8,3,0,,0,0.167,,0.016574585635359115,0,0,0,0,0
2zf3F,2zf3,F,ifsitepred,train,181,8,24,1,7,1,0.25,,0.13259668508287292,0,0,0,1,1
2zf3F,2zf3,F,lacuna,train,181,8,9,0,,0,0.161,,0.049723756906077346,0,0,0,0,0
2zguA,2zgu,A,fpocket,train,159,4,6,1,6,1,0.3,,0.03773584905660377,0,0,0,1,1
2zguA,2zgu,A,p2rank,train,159,4,2,0,,0,0.091,,0.012578616352201259,0,0,0,0,0
2zguA,2zgu,A,ifsitepred,train,159,4,11,1,5,1,0.5,,0.06918238993710692,0,0,1,1,1
2zguA,2zgu,A,lacuna,train,159,4,8,0,,0,0.154,,0.050314465408805034,0,0,0,0,0
2zj7A,2zj7,A,fpocket,test,616,8,33,0,,0,0.2,,0.05357142857142857,0,0,0,0,0
2zj7A,2zj7,A,p2rank,test,616,8,18,0,,0,0.176,,0.02922077922077922,0,0,0,0,0
2zj7A,2zj7,A,ifsitepred,test,616,8,12,1,11,2,0.3,,0.01948051948051948,0,0,0,0,1
2zj7A,2zj7,A,lacuna,test,616,8,43,0,,0,0.189,,0.0698051948051948,0,0,0,0,0
2zsuB,2zsu,B,fpocket,train,278,22,16,1,4,1,0.357,,0.05755395683453238,0,0,1,1,1
2zsuB,2zsu,B,p2rank,train,278,22,4,1,2,1,0.333,,0.014388489208633094,0,1,1,1,1
2zsuB,2zsu,B,ifsitepred,train,278,22,16,1,2,3,0.346,,0.05755395683453238,0,1,1,1,1
2zsuB,2zsu,B,lacuna,train,278,22,16,1,1,3,0.536,,0.05755395683453238,1,1,1,1,1
2zvyA,2zvy,A,fpocket,train,183,7,13,1,5,1,0.308,,0.07103825136612021,0,0,1,1,1
2zvyA,2zvy,A,p2rank,train,183,7,4,1,2,1,0.308,,0.02185792349726776,0,1,1,1,1
2zvyA,2zvy,A,ifsitepred,train,183,7,19,0,,0,0.1,,0.10382513661202186,0,0,0,0,0
2zvyA,2zvy,A,lacuna,train,183,7,16,1,1,1,0.316,,0.08743169398907104,1,1,1,1,1
3a06B,3a06,B,fpocket,train,373,7,31,1,28,1,0.273,,0.08310991957104558,0,0,0,0,0
3a06B,3a06,B,p2rank,train,373,7,8,0,,0,0.0,,0.021447721179624665,0,0,0,0,0
3a06B,3a06,B,ifsitepred,train,373,7,42,0,,0,0.0,,0.1126005361930295,0,0,0,0,0
3a06B,3a06,B,lacuna,train,373,7,26,0,,0,0.083,,0.06970509383378017,0,0,0,0,0
3a0xA,3a0x,A,fpocket,test,149,21,11,1,2,2,0.435,,0.0738255033557047,0,1,1,1,1
3a0xA,3a0x,A,p2rank,test,149,21,3,1,1,2,0.462,,0.020134228187919462,1,1,1,1,1
3a0xA,3a0x,A,ifsitepred,test,149,21,14,0,,0,0.227,,0.09395973154362416,0,0,0,0,0
3a0xA,3a0x,A,lacuna,test,149,21,8,1,1,3,0.333,,0.053691275167785234,1,1,1,1,1
3a7gA,3a7g,A,fpocket,train,290,18,23,1,20,1,0.5,,0.07931034482758621,0,0,0,0,1
3a7gA,3a7g,A,p2rank,train,290,18,7,1,1,1,0.552,,0.02413793103448276,1,1,1,1,1
3a7gA,3a7g,A,ifsitepred,train,290,18,39,1,1,3,0.5,,0.13448275862068965,1,1,1,1,1
3a7gA,3a7g,A,lacuna,train,290,18,27,1,1,4,0.52,,0.09310344827586207,1,1,1,1,1
3aarA,3aar,A,fpocket,train,352,8,23,1,15,1,0.778,,0.06534090909090909,0,0,0,0,1
3aarA,3aar,A,p2rank,train,352,8,10,1,7,1,0.667,,0.028409090909090908,0,0,0,1,1
3aarA,3aar,A,ifsitepred,train,352,8,23,0,,0,0.0,,0.06534090909090909,0,0,0,0,0
3aarA,3aar,A,lacuna,train,352,8,21,0,,0,0.12,,0.05965909090909091,0,0,0,0,0
3asyA,3asy,A,fpocket,train,201,15,15,1,2,4,0.526,,0.07462686567164178,0,1,1,1,1
3asyA,3asy,A,p2rank,train,201,15,3,1,1,1,0.424,,0.014925373134328358,1,1,1,1,1
3asyA,3asy,A,ifsitepred,train,201,15,34,1,1,4,0.4,,0.1691542288557214,1,1,1,1,1
3asyA,3asy,A,lacuna,train,201,15,18,1,1,3,0.579,,0.08955223880597014,1,1,1,1,1
3b49A,3b49,A,fpocket,train,204,18,19,1,19,1,0.341,,0.09313725490196079,0,0,0,0,1
3b49A,3b49,A,p2rank,train,204,18,6,1,1,1,0.417,,0.029411764705882353,1,1,1,1,1
3b49A,3b49,A,ifsitepred,train,204,18,27,1,1,1,0.28,,0.1323529411764706,1,1,1,1,1
3b49A,3b49,A,lacuna,train,204,18,25,1,2,2,0.476,,0.12254901960784313,0,1,1,1,1
3b7wA,3b7w,A,fpocket,train,537,24,33,1,3,2,0.324,,0.061452513966480445,0,1,1,1,1
3b7wA,3b7w,A,p2rank,train,537,24,14,1,2,1,0.25,,0.0260707635009311,0,1,1,1,1
3b7wA,3b7w,A,ifsitepred,train,537,24,41,1,1,1,0.393,,0.07635009310986965,1,1,1,1,1
3b7wA,3b7w,A,lacuna,train,537,24,45,1,2,2,0.319,,0.08379888268156424,0,1,1,1,1
3bifA,3bif,A,fpocket,train,432,22,29,0,,0,0.224,,0.06712962962962964,0,0,0,0,0
3bifA,3bif,A,p2rank,train,432,22,9,1,1,1,0.263,,0.020833333333333332,1,1,1,1,1
3bifA,3bif,A,ifsitepred,train,432,22,38,1,7,3,0.364,,0.08796296296296297,0,0,0,1,1
3bifA,3bif,A,lacuna,train,432,22,31,1,1,4,0.457,,0.07175925925925926,1,1,1,1,1
3bjpA,3bjp,A,fpocket,test,295,5,16,0,,0,0.0,,0.05423728813559322,0,0,0,0,0
3bjpA,3bjp,A,p2rank,test,295,5,7,0,,0,0.167,,0.023728813559322035,0,0,0,0,0
3bjpA,3bjp,A,ifsitepred,test,295,5,17,0,,0,0.0,,0.0576271186440678,0,0,0,0,0
3bjpA,3bjp,A,lacuna,test,295,5,10,0,,0,0.062,,0.03389830508474576,0,0,0,0,0
3bl7B,3bl7,B,fpocket,train,289,21,18,1,4,1,0.739,,0.06228373702422145,0,0,1,1,1
3bl7B,3bl7,B,p2rank,train,289,21,4,1,1,1,0.68,,0.01384083044982699,1,1,1,1,1
3bl7B,3bl7,B,ifsitepred,train,289,21,21,1,1,1,0.5,,0.0726643598615917,1,1,1,1,1
3bl7B,3bl7,B,lacuna,train,289,21,17,1,1,1,0.739,,0.058823529411764705,1,1,1,1,1
3bljB,3blj,B,fpocket,train,198,17,15,1,1,2,0.483,,0.07575757575757576,1,1,1,1,1
3bljB,3blj,B,p2rank,train,198,17,3,1,1,1,0.462,,0.015151515151515152,1,1,1,1,1
3bljB,3blj,B,ifsitepred,train,198,17,25,1,1,2,0.65,,0.12626262626262627,1,1,1,1,1
3bljB,3blj,B,lacuna,train,198,17,7,1,1,2,0.467,,0.03535353535353535,1,1,1,1,1
3brkX,3brk,X,fpocket,train,395,8,23,0,,0,0.125,,0.05822784810126582,0,0,0,0,0
3brkX,3brk,X,p2rank,train,395,8,9,0,,0,0.129,,0.02278481012658228,0,0,0,0,0
3brkX,3brk,X,ifsitepred,train,395,8,37,0,,0,0.0,,0.09367088607594937,0,0,0,0,0
3brkX,3brk,X,lacuna,train,395,8,31,0,,0,0.167,,0.07848101265822785,0,0,0,0,0
3cabA,3cab,A,fpocket,train,117,12,10,1,1,1,0.389,,0.08547008547008547,1,1,1,1,1
3cabA,3cab,A,p2rank,train,117,12,6,0,,0,0.188,,0.05128205128205128,0,0,0,0,0
3cabA,3cab,A,ifsitepred,train,117,12,8,1,2,4,0.417,,0.06837606837606838,0,1,1,1,1
3cabA,3cab,A,lacuna,train,117,12,4,1,3,1,0.25,,0.03418803418803419,0,1,1,1,1
3cbjA,3cbj,A,fpocket,train,258,15,20,1,12,1,0.733,,0.07751937984496124,0,0,0,0,1
3cbjA,3cbj,A,p2rank,train,258,15,8,1,1,1,0.414,,0.031007751937984496,1,1,1,1,1
3cbjA,3cbj,A,ifsitepred,train,258,15,15,1,1,2,0.667,,0.05813953488372093,1,1,1,1,1
3cbjA,3cbj,A,lacuna,train,258,15,11,1,1,1,0.619,,0.04263565891472868,1,1,1,1,1
3chfB,3chf,B,fpocket,train,394,10,17,1,17,1,0.545,,0.04314720812182741,0,0,0,0,1
3chfB,3chf,B,p2rank,train,394,10,10,0,,0,0.167,,0.025380710659898477,0,0,0,0,0
3chfB,3chf,B,ifsitepred,train,394,10,19,1,3,3,0.333,,0.048223350253807105,0,1,1,1,1
3chfB,3chf,B,lacuna,train,394,10,27,1,1,2,0.429,,0.06852791878172589,1,1,1,1,1
3cj1A,3cj1,A,fpocket,train,419,12,30,1,9,2,0.312,,0.07159904534606205,0,0,0,1,1
3cj1A,3cj1,A,p2rank,train,419,12,10,1,4,1,0.4,,0.02386634844868735,0,0,1,1,1
3cj1A,3cj1,A,ifsitepred,train,419,12,21,1,8,5,0.417,,0.050119331742243436,0,0,0,1,1
3cj1A,3cj1,A,lacuna,train,419,12,28,1,5,3,0.389,,0.06682577565632458,0,0,1,1,1
3cjjA,3cjj,A,fpocket,train,219,4,19,1,12,1,0.5,,0.0867579908675799,0,0,0,0,1
3cjjA,3cjj,A,p2rank,train,219,4,2,0,,0,0.077,,0.0091324200913242,0,0,0,0,0
3cjjA,3cjj,A,ifsitepred,train,219,4,0,0,,0,0.0,,0.0,0,0,0,0,0
3cjjA,3cjj,A,lacuna,train,219,4,8,0,,0,0.143,,0.0365296803652968,0,0,0,0,0
3cvmB,3cvm,B,fpocket,train,377,12,24,1,6,1,0.5,,0.0636604774535809,0,0,0,1,1
3cvmB,3cvm,B,p2rank,train,377,12,9,1,1,1,0.3,,0.023872679045092837,1,1,1,1,1
3cvmB,3cvm,B,ifsitepred,train,377,12,0,0,,0,0.0,,0.0,0,0,0,0,0
3cvmB,3cvm,B,lacuna,train,377,12,8,1,4,1,0.375,,0.021220159151193633,0,0,1,1,1
3d0rB,3d0r,B,fpocket,train,381,27,23,1,4,1,0.686,,0.06036745406824147,0,0,1,1,1
3d0rB,3d0r,B,p2rank,train,381,27,7,1,1,1,0.658,,0.01837270341207349,1,1,1,1,1
3d0rB,3d0r,B,ifsitepred,train,381,27,58,1,1,2,0.333,,0.15223097112860892,1,1,1,1,1
3d0rB,3d0r,B,lacuna,train,381,27,36,1,2,4,0.418,,0.09448818897637795,0,1,1,1,1
3db3A,3db3,A,fpocket,train,140,9,9,1,1,1,0.333,,0.06428571428571428,1,1,1,1,1
3db3A,3db3,A,p2rank,train,140,9,4,1,1,1,0.375,,0.02857142857142857,1,1,1,1,1
3db3A,3db3,A,ifsitepred,train,140,9,21,0,,0,0.2,,0.15,0,0,0,0,0
3db3A,3db3,A,lacuna,train,140,9,11,1,2,2,0.5,,0.07857142857142857,0,1,1,1,1
3dfaA,3dfa,A,fpocket,train,265,16,17,1,9,1,0.484,,0.06415094339622641,0,0,0,1,1
3dfaA,3dfa,A,p2rank,train,265,16,7,1,1,1,0.5,,0.026415094339622643,1,1,1,1,1
3dfaA,3dfa,A,ifsitepred,train,265,16,37,1,1,2,0.474,,0.13962264150943396,1,1,1,1,1
3dfaA,3dfa,A,lacuna,train,265,16,17,1,1,4,0.591,,0.06415094339622641,1,1,1,1,1
3dfjA,3dfj,A,fpocket,train,248,23,18,1,3,1,0.364,,0.07258064516129033,0,1,1,1,1
3dfjA,3dfj,A,p2rank,train,248,23,7,1,1,2,0.276,,0.028225806451612902,1,1,1,1,1
3dfjA,3dfj,A,ifsitepred,train,248,23,21,1,2,1,0.346,,0.0846774193548387,0,1,1,1,1
3dfjA,3dfj,A,lacuna,train,248,23,16,1,3,3,0.394,,0.06451612903225806,0,1,1,1,1
3dlmA,3dlm,A,fpocket,train,208,13,12,1,6,1,0.258,,0.057692307692307696,0,0,0,1,1
3dlmA,3dlm,A,p2rank,train,208,13,7,1,5,1,0.25,,0.03365384615384615,0,0,1,1,1
3dlmA,3dlm,A,ifsitepred,train,208,13,16,1,1,3,0.357,,0.07692307692307693,1,1,1,1,1
3dlmA,3dlm,A,lacuna,train,208,13,10,0,,0,0.238,,0.04807692307692308,0,0,0,0,0
3dpcB,3dpc,B,fpocket,train,448,11,25,1,2,1,0.45,,0.05580357142857143,0,1,1,1,1
3dpcB,3dpc,B,p2rank,train,448,11,9,1,1,1,0.375,,0.020089285714285716,1,1,1,1,1
3dpcB,3dpc,B,ifsitepred,train,448,11,17,1,1,3,0.583,,0.03794642857142857,1,1,1,1,1
3dpcB,3dpc,B,lacuna,train,448,11,26,0,,0,0.169,,0.05803571428571429,0,0,0,0,0
3e9pA,3e9p,A,fpocket,train,255,13,21,1,17,2,0.538,,0.08235294117647059,0,0,0,0,1
3e9pA,3e9p,A,p2rank,train,255,13,7,1,4,1,0.571,,0.027450980392156862,0,0,1,1,1
3e9pA,3e9p,A,ifsitepred,train,255,13,11,0,,0,0.067,,0.043137254901960784,0,0,0,0,0
3e9pA,3e9p,A,lacuna,train,255,13,17,1,15,2,0.688,,0.06666666666666667,0,0,0,0,1
3eomD,3eom,D,fpocket,train,381,8,23,1,1,1,0.28,,0.06036745406824147,1,1,1,1,1
3eomD,3eom,D,p2rank,train,381,8,10,1,1,1,0.292,,0.026246719160104987,1,1,1,1,1
3eomD,3eom,D,ifsitepred,train,381,8,19,1,1,7,0.444,,0.049868766404199474,1,1,1,1,1
3eomD,3eom,D,lacuna,train,381,8,27,1,1,1,0.267,,0.07086614173228346,1,1,1,1,1
3f0fB,3f0f,B,fpocket,train,159,9,7,0,,0,0.227,,0.0440251572327044,0,0,0,0,0
3f0fB,3f0f,B,p2rank,train,159,9,1,0,,0,0.227,,0.006289308176100629,0,0,0,0,0
3f0fB,3f0f,B,ifsitepred,train,159,9,23,0,,0,0.091,,0.14465408805031446,0,0,0,0,0
3f0fB,3f0f,B,lacuna,train,159,9,4,1,1,1,0.25,,0.025157232704402517,1,1,1,1,1
3f4kA,3f4k,A,fpocket,test,254,19,17,0,,0,0.196,,0.06692913385826772,0,0,0,0,0
3f4kA,3f4k,A,p2rank,test,254,19,4,0,,0,0.145,,0.015748031496062992,0,0,0,0,0
3f4kA,3f4k,A,ifsitepred,test,254,19,24,1,1,4,0.3,,0.09448818897637795,1,1,1,1,1
3f4kA,3f4k,A,lacuna,test,254,19,23,1,2,3,0.324,,0.09055118110236221,0,1,1,1,1
